,advisories,appId,app_id,app_view_url,apple_watch_enabled,apple_watch_icon,bundle_id,buys_ads,canonical_country,categories,content_rating,delta,downloads_revenue_date,eula_url,feature_graphic,global_rating_count,humanized_name,humanized_worldwide_last_month_downloads,humanized_worldwide_last_month_revenue,icon,iconUrl,icon_url,id,imessage_enabled,imessage_icon,in_app_purchases,name,os,price,privacy_policy_url,publisher_address,publisher_country,publisher_email,publisher_id,publisher_name,publisher_profile_url,rank,rating,rating_count,rating_count_for_current_version,rating_for_current_version,release_date,short_description,shows_ads,support_url,updated_date,url,valid_countries,version,website_url
75,[],1481293953.0,1481293953.0,/ios/us/kayac-inc/app/park-master/1481293953/,,,com.kayac.park-master,,US,"[6014, 7012]",4+,-6.0,2020-02-17T00:00:00Z,,,57249.0,Park Master,"{'downloads': 2000000, 'downloads_rounded': 2, 'prefix': None, 'string': '2m', 'units': 'm'}","{'prefix': '< $', 'revenue': 1000, 'revenue_rounded': 5, 'string': '< $5k', 'units': 'k'}",https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/f9/d2/25/f9d225cb-f1cc-c0c3-6f18-f6627cc7be80/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/f9/d2/25/f9d225cb-f1cc-c0c3-6f18-f6627cc7be80/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/f9/d2/25/f9d225cb-f1cc-c0c3-6f18-f6627cc7be80/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,1481293953.0,,,,Park Master,ios,0.0,https://www.kayac.com/en/privacy,,Japan,,315952203.0,KAYAC Inc.,/ios/publisher/kayac-inc/315952203,26.0,4.5,51819.0,25954.0,4.5,2019-09-27T04:01:52Z,,,https://www.kayac.com/en,2020-02-17T00:00:00Z,https://apps.apple.com/US/app/id1481293953?l=en,"['US', 'AU', 'CA', 'CN', 'JP', 'KR', 'HK', 'TW']",1.8.0,https://www.kayac.com/en
76,"['Infrequent/Mild Cartoon or Fantasy Violence', 'Infrequent/Mild Realistic Violence']",1439187947.0,1439187947.0,/ios/us/ndemic-creations/app/rebel-inc/1439187947/,,,com.ndemiccreations.peaceinc,,US,"[6014, 7015, 7017]",12+,2.0,2020-02-17T00:00:00Z,,,104665.0,Rebel,"{'downloads': 50000, 'downloads_rounded': 50, 'prefix': None, 'string': '50k', 'units': 'k'}","{'prefix': '$', 'revenue': 200000, 'revenue_rounded': 200, 'string': '$200k', 'units': 'k'}",https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/0e/7d/68/0e7d684d-fa43-f13c-608d-4b50991a863d/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/0e/7d/68/0e7d684d-fa43-f13c-608d-4b50991a863d/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/0e/7d/68/0e7d684d-fa43-f13c-608d-4b50991a863d/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,1439187947.0,,,True,Rebel Inc.,ios,1.99,http://www.ndemiccreations.com/en/24-legal,,Great Britain,,525818842.0,Ndemic Creations,/ios/publisher/ndemic-creations/525818842,26.0,5.0,24581.0,1672.0,5.0,2018-12-05T00:56:29Z,,True,https://www.ndemiccreations.com/en/1-support,2020-01-23T00:00:00Z,https://apps.apple.com/US/app/id1439187947?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",1.4.6,
77,"['Infrequent/Mild Medical/Treatment Information', 'Infrequent/Mild Profanity or Crude Humor', 'Infrequent/Mild Cartoon or Fantasy Violence', 'Infrequent/Mild Alcohol, Tobacco, or Drug Use or References']",288429040.0,288429040.0,/ios/us/linkedin-corporation/app/linkedin-network-job-finder/288429040/,,,com.linkedin.LinkedIn,True,US,[6000],12+,5.0,2020-02-17T00:00:00Z,,https://is5-ssl.mzstatic.com/image/thumb/Features117/v4/31/4a/5b/314a5bf0-6677-5339-fce3-2abb130b1d5c/source/4320x1080.png,345060.0,LinkedIn: Network,"{'downloads': 2000000, 'downloads_rounded': 2, 'prefix': None, 'string': '2m', 'units': 'm'}","{'prefix': '$', 'revenue': 12000000, 'revenue_rounded': 12, 'string': '$12m', 'units': 'm'}",https://is5-ssl.mzstatic.com/image/thumb/Purple114/v4/36/95/b7/3695b7bb-63f0-d8be-05b8-165762ea3881/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-6.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple114/v4/36/95/b7/3695b7bb-63f0-d8be-05b8-165762ea3881/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-6.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple114/v4/36/95/b7/3695b7bb-63f0-d8be-05b8-165762ea3881/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-6.png/150x150bb.png,288429040.0,,,True,LinkedIn: Network & Job Finder,ios,0.0,https://www.linkedin.com/legal/privacy-policy,,US,,288429043.0,LinkedIn Corporation,/ios/publisher/linkedin-corporation/288429043,26.0,4.0,127493.0,83.0,4.5,2008-08-20T18:18:23Z,,True,http://help.linkedin.com/,2020-02-18T00:00:00Z,https://apps.apple.com/US/app/id288429040?l=en,"['US', 'AU', 'CA', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",9.1.167,http://www.linkedin.com/mobile
78,"['Infrequent/Mild Alcohol, Tobacco, or Drug Use or References', 'Infrequent/Mild Mature/Suggestive Themes', 'Infrequent/Mild Realistic Violence', 'Infrequent/Mild Medical/Treatment Information', 'Infrequent/Mild Sexual Content and Nudity', 'Infrequent/Mild Cartoon or Fantasy Violence', 'Infrequent/Mild Horror/Fear Themes']",1496150467.0,1496150467.0,/ios/us/popcore-gmbh/app/pull-the-pin/1496150467/,,,com.maroieqrwlk.unpin,,US,"[6014, 7004, 7012]",12+,-9.0,2020-02-17T00:00:00Z,,,27021.0,Pull the Pin,"{'downloads': 500000, 'downloads_rounded': 500, 'prefix': None, 'string': '500k', 'units': 'k'}","{'prefix': '< $', 'revenue': 1000, 'revenue_rounded': 5, 'string': '< $5k', 'units': 'k'}",https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/2e/eb/7a/2eeb7a0c-231b-e82e-2570-ddc614b22093/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/2e/eb/7a/2eeb7a0c-231b-e82e-2570-ddc614b22093/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/2e/eb/7a/2eeb7a0c-231b-e82e-2570-ddc614b22093/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,1496150467.0,,,True,Pull the Pin,ios,0.0,http://popcore.com/privacy,,Germany,,1375461777.0,Popcore GmbH,/ios/publisher/popcore-gmbh/1375461777,27.0,4.5,10930.0,5254.0,4.5,2020-01-24T21:56:35Z,,,http://popcore.com,2020-02-14T00:00:00Z,https://apps.apple.com/US/app/id1496150467?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",1.4,http://popcore.com
79,"['Frequent/Intense Horror/Fear Themes', 'Frequent/Intense Cartoon or Fantasy Violence']",912536422.0,912536422.0,/ios/us/clickteam-llc/app/five-nights-at-freddy-s/912536422/,,,com.scottgames.fivenights,,US,"[6014, 7017, 7001]",12+,-1.0,2020-02-17T00:00:00Z,,,56561.0,Five Nights,"{'downloads': 30000, 'downloads_rounded': 30, 'prefix': None, 'string': '30k', 'units': 'k'}","{'prefix': '$', 'revenue': 100000, 'revenue_rounded': 100, 'string': '$100k', 'units': 'k'}",https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/58/6a/8d/586a8d6e-5db2-f2d2-43f9-b830c5697728/AppIcon-0-1x_U007emarketing-0-85-220-10.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/58/6a/8d/586a8d6e-5db2-f2d2-43f9-b830c5697728/AppIcon-0-1x_U007emarketing-0-85-220-10.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/58/6a/8d/586a8d6e-5db2-f2d2-43f9-b830c5697728/AppIcon-0-1x_U007emarketing-0-85-220-10.png/150x150bb.png,912536422.0,,,True,Five Nights at Freddy's,ios,2.99,https://www.clickteam.com/privacy-policy,,,,1438432084.0,"Clickteam, LLC",/ios/publisher/clickteam-llc/1438432084,27.0,4.5,34076.0,1932.0,4.5,2014-09-11T18:53:09Z,,True,https://service.clickteam.com/,2019-08-10T00:00:00Z,https://apps.apple.com/US/app/id912536422?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",2.0.1,
80,[],664575829.0,664575829.0,/ios/us/playrix/app/fishdom/664575829/,,,com.playrix.fishdom-freeplay,True,US,"[6014, 7012, 6016, 7015]",4+,3.0,2020-02-17T00:00:00Z,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewEula?cc=vn&id=664575829,,1359808.0,Fishdom,"{'downloads': 2000000, 'downloads_rounded': 2, 'prefix': None, 'string': '2m', 'units': 'm'}","{'prefix': '$', 'revenue': 8000000, 'revenue_rounded': 8, 'string': '$8m', 'units': 'm'}",https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/6e/62/b8/6e62b858-d49b-8d7b-d3d0-c2948bd3203e/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/6e/62/b8/6e62b858-d49b-8d7b-d3d0-c2948bd3203e/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/6e/62/b8/6e62b858-d49b-8d7b-d3d0-c2948bd3203e/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/150x150bb.png,664575829.0,True,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/88/99/07/889907db-bb0d-070f-95e4-9212392dac35/iMessage_App_Icon-0-0-1x_U007emarketing-0-0-0-0-0-3-sRGB-0-0-0-GLES2_U002c0-512MB-85-181-0-0.png/768x1024bb.png,True,Fishdom,ios,0.0,https://www.playrix.com/privacy/index.html,,Russia,,1162116447.0,Playrix,/ios/publisher/playrix/1162116447,27.0,4.5,403763.0,13363.0,4.5,2015-12-10T03:20:41Z,,True,https://playrix.helpshift.com/a/fishdom/,2020-01-30T00:00:00Z,https://apps.apple.com/US/app/id664575829?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",4.6.3,https://www.playrix.com/fishdom/index.html
81,[],351727428.0,351727428.0,/ios/us/venmo/app/venmo/351727428/,,,net.kortina.labs.Venmo,True,US,"[6015, 6002]",4+,0.0,2020-02-17T00:00:00Z,,,7790348.0,Venmo,"{'downloads': 1000000, 'downloads_rounded': 1, 'prefix': None, 'string': '1m', 'units': 'm'}","{'prefix': '< $', 'revenue': 1000, 'revenue_rounded': 5, 'string': '< $5k', 'units': 'k'}",https://is4-ssl.mzstatic.com/image/thumb/Purple124/v4/bf/2b/81/bf2b81f5-b044-7311-12a0-3b93fad07ebd/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-7.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple124/v4/bf/2b/81/bf2b81f5-b044-7311-12a0-3b93fad07ebd/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-7.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple124/v4/bf/2b/81/bf2b81f5-b044-7311-12a0-3b93fad07ebd/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-7.png/150x150bb.png,351727428.0,True,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/c1/90/74/c190742e-b609-7850-889e-cc74b35fe67f/iMessage_App_Icon-0-1x_U007emarketing-0-3-GLES2_U002c0-512MB-sRGB-0-0-0-85-181-0-0-0-0.png/768x1024bb.png,,Venmo,ios,0.0,https://venmo.com/info/privacy-policy,,US,,351727431.0,Venmo,/ios/publisher/venmo/351727431,28.0,5.0,7790348.0,6394.0,5.0,2010-04-03T05:41:47Z,,True,https://help.venmo.com,2020-02-19T00:00:00Z,https://apps.apple.com/US/app/id351727428?l=en,['US'],7.46.0,https://venmo.com/
82,[],866450515.0,866450515.0,/ios/us/seekrtech-co-ltd/app/forest-stay-focused/866450515/,True,https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/06/2e/e9/062ee9d1-b377-1d7f-12dc-9fbf7cf85ddb/AppIcon-0-0-1x_U007emarketing-0-0-0-9-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.jpeg/150x150bb.png,com.forestapp.Forest,,US,"[6007, 6012]",4+,-1.0,2020-02-17T00:00:00Z,,,247451.0,Forest - Stay focused,"{'downloads': 50000, 'downloads_rounded': 50, 'prefix': None, 'string': '50k', 'units': 'k'}","{'prefix': '$', 'revenue': 100000, 'revenue_rounded': 100, 'string': '$100k', 'units': 'k'}",https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/3f/86/f3/3f86f3d3-dc27-0a0f-64ac-2d136607ace6/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/3f/86/f3/3f86f3d3-dc27-0a0f-64ac-2d136607ace6/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/3f/86/f3/3f86f3d3-dc27-0a0f-64ac-2d136607ace6/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,866450515.0,,,True,Forest - Stay focused,ios,1.99,http://www.forestapp.cc/privacy,,,,469475888.0,"SEEKRTECH CO., LTD.",/ios/publisher/seekrtech-co-ltd/469475888,28.0,5.0,19496.0,126.0,5.0,2014-05-10T07:46:44Z,,True,https://twitter.com/forestapp_cc,2020-02-14T00:00:00Z,https://apps.apple.com/US/app/id866450515?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",4.13.1,http://www.forestapp.cc
83,[],890378044.0,890378044.0,/ios/us/peak-games/app/toy-blast/890378044/,,,net.peakgames.amy,True,US,"[6014, 7003, 7012]",4+,-1.0,2020-02-17T00:00:00Z,,https://is4-ssl.mzstatic.com/image/thumb/Features117/v4/f2/ba/ef/f2baef61-49c7-5810-733a-3b475b10cc87/source/4320x1080.png,1802611.0,Toy Blast,"{'downloads': 500000, 'downloads_rounded': 500, 'prefix': None, 'string': '500k', 'units': 'k'}","{'prefix': '$', 'revenue': 7000000, 'revenue_rounded': 7, 'string': '$7m', 'units': 'm'}",https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/d0/b0/0c/d0b00ca0-564f-4926-c79a-28dea91a5e40/AppIcon-0-1x_U007emarketing-0-85-220-6.png/150x150bb.png,https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/d0/b0/0c/d0b00ca0-564f-4926-c79a-28dea91a5e40/AppIcon-0-1x_U007emarketing-0-85-220-6.png/150x150bb.png,https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/d0/b0/0c/d0b00ca0-564f-4926-c79a-28dea91a5e40/AppIcon-0-1x_U007emarketing-0-85-220-6.png/150x150bb.png,890378044.0,,,True,Toy Blast,ios,0.0,https://peak.com/privacy,,Turkey,,476160947.0,Peak Games,/ios/publisher/peak-games/476160947,28.0,4.5,800920.0,1805.0,4.5,2015-01-06T16:16:02Z,,True,https://peakgames.helpshift.com/a/toy-blast/,2020-02-17T00:00:00Z,https://apps.apple.com/US/app/id890378044?l=en,"['US', 'AU', 'CA', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",6973,
84,[],842842640.0,842842640.0,/ios/us/google-llc/app/google-docs-sync-edit-share/842842640/,,,com.google.Docs,,US,"[6007, 6000]",4+,1.0,2020-02-17T00:00:00Z,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewEula?cc=vn&id=842842640,,2361199.0,Google Docs,"{'downloads': 2000000, 'downloads_rounded': 2, 'prefix': None, 'string': '2m', 'units': 'm'}","{'prefix': '< $', 'revenue': 1000, 'revenue_rounded': 5, 'string': '< $5k', 'units': 'k'}",https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/13/22/69/13226942-2559-1964-edb4-4b0c18dbc164/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/13/22/69/13226942-2559-1964-edb4-4b0c18dbc164/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/13/22/69/13226942-2559-1964-edb4-4b0c18dbc164/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,842842640.0,,,,"Google Docs: Sync, Edit, Share",ios,0.0,https://www.google.com/intl/en/policies/privacy/,,US,,281956209.0,Google LLC,/ios/publisher/google-llc/281956209,29.0,5.0,1184021.0,14676.0,5.0,2014-04-30T16:02:23Z,,,https://support.google.com/docs/?p=ios_docs_help,2020-02-12T00:00:00Z,https://apps.apple.com/US/app/id842842640?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",1.2020.6204,http://www.google.com/docs/about/
85,[],517329357.0,517329357.0,/ios/us/jackadam/app/dark-sky-weather/517329357/,True,https://is4-ssl.mzstatic.com/image/thumb/Purple124/v4/9b/5f/14/9b5f14b1-eda7-f8e8-2a43-ac3e3b1836c3/AppIcon-0-0-1x_U007emarketing-0-0-0-9-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,com.jackadam.darksky,,US,"[6001, 6002]",4+,2.0,2020-02-17T00:00:00Z,,https://is4-ssl.mzstatic.com/image/thumb/Features117/v4/5f/d8/cb/5fd8cb20-5c50-6afa-adf5-2d71cb138592/source/4320x1080.png,72515.0,Dark Sky Weather,"{'downloads': 10000, 'downloads_rounded': 10, 'prefix': None, 'string': '10k', 'units': 'k'}","{'prefix': '$', 'revenue': 70000, 'revenue_rounded': 70, 'string': '$70k', 'units': 'k'}",https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/d5/5b/09/d55b09d6-ace1-d24f-c9cc-90a40acfe3c4/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/d5/5b/09/d55b09d6-ace1-d24f-c9cc-90a40acfe3c4/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/d5/5b/09/d55b09d6-ace1-d24f-c9cc-90a40acfe3c4/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,517329357.0,,,,Dark Sky Weather,ios,3.99,https://darksky.net/privacy,,,,461812081.0,Jackadam,/ios/publisher/jackadam/461812081,29.0,4.5,64089.0,471.0,5.0,2012-04-16T07:00:00Z,,True,https://darksky.net/help/iphone,2020-02-18T00:00:00Z,https://apps.apple.com/US/app/id517329357?l=en,"['US', 'GB', 'IE']",6.8.2,https://darksky.net/app
